Ship overall,Ship rooms,F&B quality overall,F&B service overall,F&B quality main dining,Entertainment,Excursions,drinks offerings,bar service,cabin cleanliness,crew friendliness,Sentiment analysis,Primary issues mentioned,Review
9.0,,8.0,,,9.0,,,,,,,N/A,"Based on the provided guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest mentions that it was the ""best holiday"" they've been on, indicating a high level of satisfaction with their overall experience.

2. Ship Rooms: N/A (no mention)
There is no feedback about the rooms provided by the guest.

3. F&B Quality Overall: 8/10
Although not explicitly stated, the guest mentions that the staff were ""great"", which suggests good service quality. However, there is no direct comment on food quality.

4. F&B Service Overall: 9/10
The guest praises the staff as ""great"", indicating excellent service quality.

5. F&B Quality Main Dining: N/A (no mention)
There is no feedback about the main dining experience provided by the guest.

6. Entertainment: 9/10
The guest mentions that the entertainment was ""so much fun"", indicating a high level of enjoyment.

7. Excursions: N/A (no mention)
There is no comment from the guest regarding excursions.

8. Primary Issues Mentioned: N/A (no negative comments)
The guest does not mention any issues or problems during their stay.

9. Sentiment Analysis:
The sentiment analysis of the review is overwhelmingly positive, with words like ""best holiday"", ""enjoyed every minute"", and ""so much fun"" indicating a high level of satisfaction and enjoyment."
8.0,,9.0,,8.0,9.0,,,,,,,,"Based on the provided guest review, I would score the areas as follows:

1. Ship Overall: 8/10
The guest mentions that it was a ""nice mid winter break"" and ""overall great value for money"", indicating a positive experience with the ship.

2. Ship Rooms: N/A (no mention of room quality or any issues)
3. F&B Quality Overall: 9/10
The guest states that the food is ""excellent quality"", which suggests a high level of satisfaction with the culinary offerings.

4. F&B Service Overall: 9/10
Guest mentions ""Great Service"" as one of their highlights, indicating excellent service from the crew.

5. F&B Quality Main Dining: 8/10
While the guest praises the food quality, they also mention that there are ""less options than in the past"", which slightly reduces the score.

6. Entertainment: 9/10
Guest mentions ""Great entertainment"" as one of their highlights, indicating a high level of satisfaction with the onboard activities and shows.

7. Excursions: N/A (no mention of excursion quality or any issues)
8. Primary Issues Mentioned: None explicitly mentioned, but the guest does mention that there are fewer options in main dining compared to past cruises.
9. Sentiment Analysis: Positive (Overall sentiment is positive with only a minor criticism about reduced menu options)

Note that some areas, such as ship rooms and excursions, were not mentioned by the guest, so I scored them as 'N/A'."
8.0,7.0,,,,,,,,,,9.0,1,"Based on the guest review, here are my scores:

1. Ship Overall: 8/10
The guest mentions that their overall experience was good and they were pleased with the service they received. However, they do mention one significant issue (low beds) that detracts from their experience.

2. Ship Rooms: 7/10
The guest mentions that the low bed height is a problem, but this seems to be an isolated issue rather than a widespread concern.

3. F&B Quality Overall: N/A
There is no mention of food quality in the review.

4. F&B Service Overall: N/A
There is no mention of food service in the review.

5. F&B Quality Main Dining: N/A
There is no mention of main dining experience in the review.

6. Entertainment: N/A
There is no mention of entertainment options or experiences in the review.

7. Excursions: N/A
There is no mention of excursions or activities offered by the cruise line in the review.

8. Primary Issues Mentioned: 1/10 (Low beds)
The guest mentions one significant issue with low bed height, but it's not clear if this was a major problem for them.

9. Sentiment Analysis: 9/10
The guest's tone is overwhelmingly positive, with only a minor complaint about the low bed height. They seem to have enjoyed their cruise experience and would likely recommend it to others."
7.0,6.0,,,,,,,,,,8.0,2,"Based on the provided guest review, I would rate the attributes as follows:

1. Ship Overall: 7/10
The guest mentions that it was a ""Great holiday"", indicating a positive overall experience. However, they also mention a specific issue with the air conditioning, which might have detracted from their satisfaction.

2. Ship Rooms: 6/10
The guest specifically mentions an issue with the air conditioning in their cabin, which suggests that the room itself may not have been to their liking.

3. F&B Quality Overall: N/A
There is no mention of food quality in the review.

4. F&B Service Overall: N/A
There is no mention of food service in the review.

5. F&B Quality Main Dining: N/A
There is no mention of main dining quality in the review.

6. Entertainment: N/A
There is no mention of entertainment in the review.

7. Excursions: N/A
There is no mention of excursions in the review.

8. Primary Issues Mentioned: 2/10 (Noise from air conditioning)
The guest mentions only one specific issue, which is the noisy air conditioning in their cabin.

9. Sentiment Analysis: 8/10 (Positive overall sentiment with a minor negative note)
Although the guest mentions an issue, the review starts with ""Great holiday"", indicating a positive overall sentiment. The tone of the review is generally positive, but the mention of the noisy air conditioning slightly detracts from the score."
8.0,9.0,7.0,,6.0,8.0,,,,,,7.0,2,"Here are my scores based on the guest review:

1. Ship Overall: 8/10
The guest mentions that they enjoyed their week on Marella Explorer and would recommend it, indicating a positive overall experience.

2. Ship Rooms: 9/10
The guest praises the cleanliness of the cabins, stating that they were clean and tidied morning and evening.

3. F&B Quality Overall: 7/10
The guest mentions that they enjoyed the meals, but also criticizes the combinations of food on offer, which didn't align with typical British meals.

4. F&B Service Overall: 8/10
The guest praises the crew's friendliness and hard work, indicating a positive experience in terms of service.

5. F&B Quality Main Dining: 6/10
The guest criticizes the combinations of food on offer, which didn't meet their expectations.

6. Entertainment: 8/10
The guest mentions that they enjoyed the entertainment, but doesn't provide any further details.

7. Excursions: N/A
There is no mention of excursions in the review.

8. Primary Issues Mentioned: 2/10
The primary issues mentioned by the guest are:
- The check out process and holding area limitations.
- The lack of small cases for guests to keep a change of clothing.

9. Sentiment Analysis: 7/10
The sentiment analysis is generally positive, with the guest expressing enjoyment and appreciation for the crew's friendliness and hard work. However, there are also some criticisms mentioned, particularly regarding the check out process and food options."
7.0,,6.0,,6.0,,,,,,,4.0,2,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 7/10
The guest mentions that the cruise was ""good value"" and that they enjoyed the friendly staff, but also notes some negative aspects (quality of food and airport experience).

2. Ship Rooms: N/A
No specific comments about the rooms are mentioned in the review.

3. F&B Quality Overall: 6/10
The guest mentions that the quality of food was ""not quite as good"" as previous experiences, which suggests a lower rating.

4. F&B Service Overall: N/A
No specific comments about the service are mentioned in the review.

5. F&B Quality Main Dining: 6/10 (same as above)
The guest's comment about the quality of food applies to main dining, but no further details are provided.

6. Entertainment: N/A
No specific comments about entertainment are mentioned in the review.

7. Excursions: N/A
No specific comments about excursions are mentioned in the review.

8. Primary Issues Mentioned: 2/10 (removal of fridges from cabins and airport experience)
The guest mentions two specific issues that they had a negative experience with, but these do not seem to be related to the overall quality of the cruise.

9. Sentiment Analysis: 4/10
The guest's tone is generally positive, using words like ""good value"" and ""friendly staff"". However, they also mention some negative aspects, which brings down the sentiment analysis score."
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
6.0,4.0,5.0,,,,,,,,,7.0,2,"Based on the guest review, I would score it as follows:

1. Ship Overall: 6/10
The guest mentions some negative aspects of their experience, such as the strong cocktails and lack of fridges in rooms, but also praises the staff, which suggests that there are positive aspects to the ship.

2. Ship Rooms: 4/10
The guest expresses disappointment with the lack of fridges in rooms, which is a significant issue for them. They do not mention any positive aspects of their room experience.

3. F&B Quality Overall: 5/10
The guest mentions that the food could have been better and that the beer on tap was limited and not great. However, they also praise the staff, which suggests that the overall quality of the food and beverage is not a major issue for them.

4. F&B Service Overall: 9/10
The guest explicitly states that they ""cannot fault the staff"" on the ship, which suggests that the service was excellent.

5. F&B Quality Main Dining: N/A
The guest does not mention anything specific about the quality of main dining, so I would rate this as 'n/a'.

6. Entertainment: N/A
The guest does not mention anything about the entertainment options on board, so I would rate this as 'n/a'.

7. Excursions: N/A
The guest does not mention anything about excursions, so I would rate this as 'n/a'.

8. Primary Issues Mentioned: 2/10 (strong cocktails and lack of fridges in rooms)
These are the two main issues mentioned by the guest.

9. Sentiment Analysis: 7/10
The guest's tone is generally positive, with a few negative comments about specific aspects of their experience. However, they also express disappointment and frustration, which brings down the overall sentiment score."
8.0,,8.0,,,,,,,,,7.0,2,"Based on the guest review, here are my scores:

1. Ship Overall: 8/10
The guest mentions that they were impressed with how well-organized everything was, which suggests a high level of efficiency and attention to detail. However, they also mention that the scale of the ship was difficult to deal with, which might be a drawback for some guests.

2. Ship Rooms: N/A (no specific comments about room quality or amenities)
3. F&B Quality Overall: 8/10
The guest mentions that The Latitude restaurant was lovely, but had some issues with The Market Place being too busy. However, they also praise the quality of food and staff in both restaurants.

4. F&B Service Overall: 9/10
The guest specifically praises the service in The Market Place as ""excellent"", suggesting high levels of service quality.

5. F&B Quality Main Dining: N/A (no specific comments about main dining options)
6. Entertainment: N/A (no specific comments about entertainment options or quality)
7. Excursions: N/A (no specific comments about excursion quality or availability)
8. Primary Issues Mentioned: 2/10
The guest mentions two primary issues:
- The scale of the ship being difficult to deal with.
- The Market Place sometimes having a ""canteen-y"" feel due to it being too busy.

9. Sentiment Analysis: 7/10
The overall sentiment of the review is positive, but with some minor criticisms. The guest seems generally happy with their experience and appreciates the value for money, but has some specific issues that prevent them from giving a perfect score."
4.0,,4.0,,,,,,,,,2.0,9,"Based on the provided guest review, here are my scores:

1. Ship Overall: 4/10
The guest mentions that their experience was ""not bad"" but also states they were poorly, didn't eat, drink, or sleep much, and had to deal with sickness and diarrhoea for 3 days. This suggests a disappointing overall experience.

2. Ship Rooms: N/A (no mention of the room itself)
Since there is no information about the guest's room, I couldn't score this attribute.

3. F&B Quality Overall: 4/10
The guest mentions not eating or drinking much due to their poor health, which suggests a negative experience with food and beverage quality.

4. F&B Service Overall: N/A (no mention of service)
There is no information about the guest's experience with food and beverage service in this review.

5. F&B Quality Main Dining: N/A (no mention of main dining)
Similar to F&B Service, there is no mention of the guest's experience with main dining quality.

6. Entertainment: N/A (no mention of entertainment)
The guest does not mention anything about their experience with onboard entertainment.

7. Excursions: N/A (no mention of excursions)
There is no information about the guest's experience with shore excursions in this review.

8. Primary Issues Mentioned: 9/10
The primary issues mentioned by the guest are:
- Poor health (sickness and diarrhoea) for 3 days
These issues seem to be the main reasons for their disappointing experience.

9. Sentiment Analysis: 2/10
The sentiment of this review is overwhelmingly negative, with the guest expressing disappointment and frustration due to their poor health experience."
9.0,9.0,9.0,,9.0,8.0,9.0,,,,,,n/a,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest mentions that the ship is ""very clean"" which suggests high standards of maintenance and upkeep.

2. Ship Rooms: 9/10
The guest states that their cabin was ""very clean"", implying a high level of cleanliness and comfort in the rooms.

3. F&B Quality Overall: 9/10
The guest mentions that they had an ""excellent choice of food"" which suggests high quality and variety in the dining options.

4. F&B Service Overall: 8/10
While the guest does not specifically mention the service, their overall tone is positive and suggests that the staff were friendly and helpful.

5. F&B Quality Main Dining: 9/10
The guest mentions that the food was ""excellent"", which suggests high quality in the main dining area.

6. Entertainment: 8/10
The guest states that they had ""good entertainment"" but does not provide further details, so I would rate it as average.

7. Excursions: 9/10
The guest mentions that they enjoyed their onshore trips and praises the tour guides, Jane and Nunu, which suggests high quality in this area.

8. Primary Issues Mentioned: n/a
There are no specific issues mentioned by the guest, so I would rate it as ""n/a"".

9. Sentiment Analysis:
The overall sentiment of the review is extremely positive, with the guest expressing enthusiasm for their cruise experience and looking forward to their next one. The tone is friendly and appreciative, suggesting a high level of satisfaction with their holiday."
8.0,,9.0,,,,,,,,,9.0,2,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 8/10
The guest mentions that the ship was ""good"", which suggests a positive experience, but also notes that they missed a full day due to flight cancellation, implying some inconvenience.

2. Ship Rooms: N/A (not mentioned)
There is no mention of the guest's room or any issues with it.

3. F&B Quality Overall: 9/10
The guest mentions that MARELLA cruises provided ""informal service at a quality level"", suggesting high standards in food and beverage services.

4. F&B Service Overall: 10/10
The guest praises the service as ""impeccable"" and specifically mentions that all staff were courteous, helpful, and hard working.

5. F&B Quality Main Dining: N/A (not mentioned)
There is no mention of the quality of main dining in the review.

6. Entertainment: N/A (not mentioned)
The guest does not mention anything about entertainment on board.

7. Excursions: N/A (not mentioned)
The guest does not mention anything about excursions or their experience with them.

8. Primary Issues Mentioned: 2/10
The primary issue mentioned is the flight cancellation, which caused a missed day at sea. However, it's worth noting that this was an external factor rather than a fault of the cruise line.

9. Sentiment Analysis: 9/10
The guest's overall sentiment is extremely positive, with only a minor complaint about missing a day due to flight cancellation. The review is glowing and would likely encourage others to book MARELLA cruises."
8.0,,7.0,,,,,,,,,,N/A,"Based on the provided guest review, I've analyzed the scores for each area:

1. Ship Overall: 8/10
The guest mentions that all areas were very clean, which is a positive aspect. However, there's no specific mention of any exceptional features or unique selling points that would elevate the ship to a higher score.

2. Ship Rooms: N/A
There's no mention of the guest's experience with their cabin or room amenities.

3. F&B Quality Overall: 7/10
The guest mentions ""love the animals on the bed"" which suggests they enjoyed some aspect of the food and beverage service, but there's no specific praise for the quality of the cuisine itself.

4. F&B Service Overall: 9/10
The guest expresses gratitude towards the cabin stewards (Arif, Depay, and Ricky) for their exceptional service, indicating that the staff were friendly, efficient, and went above and beyond to meet the guest's needs.

5. F&B Quality Main Dining: N/A
There's no mention of the quality of the main dining experience.

6. Entertainment: N/A
The review doesn't mention anything about the entertainment options on board.

7. Excursions: N/A
There's no mention of the guest's experience with excursions or activities offered by the cruise line.

8. Primary Issues Mentioned: N/A
There are no specific issues mentioned in the review that would warrant a lower score.

9. Sentiment Analysis:
The overall sentiment of the review is extremely positive, with phrases like ""love the animals on the bed"" and ""nothing was too much trouble"" indicating a high level of satisfaction and appreciation for the service provided by the cabin stewards. The tone is warm and enthusiastic, suggesting that the guest had an exceptional experience on board."
6.0,,7.0,,,,,,,,,4.0,2,"Based on the provided guest review, here are my scores:

1. Ship Overall: 6/10
The guest mentions that the price seems too high for what they purchased, implying some dissatisfaction with the value for money.

2. Ship Rooms: N/A (no specific comments about room quality or amenities)

3. F&B Quality Overall: 7/10
Although the guest doesn't provide a detailed review of food quality, their positive comment about room service suggests that the F&B might be decent overall.

4. F&B Service Overall: 8/10
The guest praises Didi and his team on level 4 for providing good room service, indicating excellent service in this area.

5. F&B Quality Main Dining: N/A (no specific comments about main dining experience)

6. Entertainment: N/A (no specific comments about entertainment options or quality)

7. Excursions: N/A (no specific comments about excursion experiences or quality)

8. Primary Issues Mentioned: 2/10
The guest mentions two primary issues:
- No reply from the cruise line after emailing them.
- TV needs improved choice of programmes and films.

9. Sentiment Analysis: 4/10
The guest's tone is generally neutral, but with a slight negative bias due to the lack of response from the cruise line and some minor complaints about TV programming."
8.0,,7.0,,,,,,,,,,2,"Based on the provided guest review, I've analyzed the scores for each attribute. Here are my ratings:

1. Ship Overall: 8/10
The guest mentions that everything was ""all great"" except for one negative experience, which suggests a generally positive overall experience.

2. Ship Rooms: N/A (No mention of room quality or any issues with the rooms)

3. F&B Quality Overall: 7/10
The guest does not provide specific feedback on food quality, but mentions that there was only one negative aspect related to F&B, which is the unfriendly bar staff.

4. F&B Service Overall: 6/10
Similar to F&B quality, the guest does not provide detailed feedback on service quality, but mentions that the waiter in the smoking area was friendly, implying that some staff members were good, while others (like the bar staff) were not.

5. F&B Quality Main Dining: N/A (No mention of main dining room food quality)

6. Entertainment: N/A (No mention of entertainment options or experiences)

7. Excursions: N/A (No mention of excursion experiences or quality)

8. Primary Issues Mentioned: 2/10
The guest mentions only one primary issue, which is the unfriendly bar staff in the Squid and Anchor.

9. Sentiment Analysis:
The sentiment analysis suggests that the guest had a mostly positive experience, but was slightly disappointed by the unfriendly bar staff. The tone of the review is neutral to slightly negative due to this single issue."
,,,,,,,,,,,,,
4.0,,4.0,,3.0,,2.0,,,,,,1,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 4/10
The guest mentions that the ship was full of neurovirus, which is a significant concern for health and safety. Additionally, they mention that the food choice and quality were poor, which suggests that the ship's culinary offerings may not have met their expectations.

2. Ship Rooms: N/A (no mention)
There is no mention of the guest's experience with their room or any issues they encountered while staying in their accommodation.

3. F&B Quality Overall: 4/10
The guest mentions that the food choice was poor and very repetitive, which suggests a lack of variety and quality in the ship's dining options.

4. F&B Service Overall: 5/10
Although the guest mentions that the staff were ""fantastic"", they also mention that the bar service was poor and slow, which suggests some inconsistencies in the service provided by the ship's hospitality team.

5. F&B Quality Main Dining: 3/10
The guest specifically mentions that the food choice was poor and very repetitive, which suggests a lack of quality and variety in the main dining options.

6. Entertainment: N/A (no mention)
There is no mention of the guest's experience with the ship's entertainment offerings or whether they enjoyed any of the activities on board.

7. Excursions: 2/10
The guest mentions that the excursion to Siam Park was not long enough, which suggests a lack of value for their money and a disappointing experience.

8. Primary Issues Mentioned: 1 (Neurovirus outbreak)
The guest specifically mentions that the ship was full of neurovirus, which is a significant concern for health and safety.

9. Sentiment Analysis:
The overall sentiment of the review is negative, with the guest expressing disappointment and frustration with their experience on board. The use of strong language, such as ""poor"" and ""very poor"", suggests a high level of dissatisfaction. However, the guest also mentions that the staff were ""fantastic"", which suggests some positive aspects to their experience. Overall, I would rate the sentiment analysis as 6/10 (negative), but with a note that there is a glimmer of positivity in the mention of the staff's excellent service."
6.0,,8.0,,,,,,,,,5.0,4,"Based on the guest review, here are my scores:

1. Ship Overall: 6/10
The guest had some positive comments about the ship, such as ""Excellent staff"" and ""good food"", but also mentioned several negative aspects, including poor arrangements for Special Assistance (SA) and a chaotic check-in process.

2. Ship Rooms: N/A
There is no mention of the guest's room or their experience with it in this review.

3. F&B Quality Overall: 8/10
The guest mentioned that they had ""good food"", but did not provide any specific details about the quality of the food.

4. F&B Service Overall: 7/10
The guest praised the staff as ""Excellent"" but also mentioned a negative incident involving an SA team member, which brings down their overall score.

5. F&B Quality Main Dining: N/A
There is no mention of the main dining experience in this review.

6. Entertainment: N/A
There is no mention of the entertainment options on board in this review.

7. Excursions: N/A
There is no mention of excursions or any experiences related to them in this review.

8. Primary Issues Mentioned: 4/10
The guest mentioned several primary issues, including:
- Poor arrangements for Special Assistance (SA)
- Chaotic check-in process
- SA didn't arrive on time
- Private taxi only took four people

These issues are significant and detract from the overall experience.

9. Sentiment Analysis: 5/10
The sentiment of this review is mixed, with both positive and negative comments. The guest had some excellent experiences, but also encountered several problems that brought down their overall satisfaction."
9.0,,8.0,,,8.0,,,,,,,N/A,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest mentions that they found the experience ""amazing"" and had an ""unforgettable memory"", indicating a high level of satisfaction with their overall experience.

2. Ship Rooms: N/A (no mention)
There is no mention of the ship's rooms in the review, so I would rate this attribute as 'n/a'.

3. F&B Quality Overall: 8/10
The guest mentions that they are ""so grateful for this experience"" and that the staff couldn't do enough for them, suggesting a high level of satisfaction with the food and beverage quality.

4. F&B Service Overall: 9/10
Similar to the previous point, the guest expresses their gratitude towards the staff, indicating a high level of satisfaction with the service.

5. F&B Quality Main Dining: N/A (no mention)
There is no specific mention of the main dining experience in the review, so I would rate this attribute as 'n/a'.

6. Entertainment: 8/10
The guest mentions that they had an ""amazing experience"" and that it was their first ever cruise, suggesting a high level of enjoyment with the entertainment options.

7. Excursions: N/A (no mention)
There is no mention of excursions in the review, so I would rate this attribute as 'n/a'.

8. Primary Issues Mentioned: N/A (no negative comments)
The guest does not mention any primary issues or complaints, suggesting that they had a problem-free experience.

9. Sentiment Analysis:
The sentiment analysis of the review is overwhelmingly positive, with words and phrases such as ""amazing"", ""unforgettable memory"", ""grateful"", and ""couldn't be more thankful"" indicating a high level of satisfaction and enthusiasm."
9.0,,9.0,,,8.5,,,,,,9.0,2,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 9/10
The guest had a generally positive experience with the ship's staff, food, and entertainment. The only negative comments mentioned were related to airport issues and returning plane problems.

2. Ship Rooms: N/A (no mention of room quality or any specific issues)

3. F&B Quality Overall: 9/10
The guest praised the food as ""fabulous"" and mentioned that the service was also excellent, with waiters being ""efficient, attentive and cheerful"".

4. F&B Service Overall: 9/10
Similar to the previous rating, the guest had a very positive experience with the food and beverage service.

5. F&B Quality Main Dining: N/A (no specific mention of main dining quality)

6. Entertainment: 8.5/10
The guest enjoyed the entertainment, particularly the team led by Matt, but didn't provide any specific details about what they liked or disliked.

7. Excursions: N/A (no mention of excursion experiences or opinions)

8. Primary Issues Mentioned: 2/10
The guest mentioned two primary issues:
- Airport at GranCanaria was chaotic and poorly organized.
- Returning plane had no seat pockets for passengers' books or other belongings, which caused some discomfort.

9. Sentiment Analysis: 9/10
The overall sentiment of the review is extremely positive, with the guest using words like ""superb"", ""brilliant"", ""fabulous"", and ""lovely"" to describe their experiences. The only negative comments were relatively minor and didn't seem to detract from the guest's overall enjoyment of the cruise."
9.0,,6.0,,,,,,,,,8.0,1,"Based on the provided guest review, here are my scores:

1. Ship Overall: 9/10
The guest mentions that they were ""very pleased"" with their overall experience, indicating a high level of satisfaction.

2. Ship Rooms: N/A (no mention)
There is no feedback about the ship's rooms in this review.

3. F&B Quality Overall: 6/10
The guest expresses disappointment with the food quality in the marketplace, which is a significant aspect of their overall experience.

4. F&B Service Overall: N/A (no mention)
There is no feedback about the service quality in this review.

5. F&B Quality Main Dining: N/A (no mention)
There is no specific feedback about the main dining area's food quality.

6. Entertainment: N/A (no mention)
The guest does not mention anything about the entertainment options on board.

7. Excursions: N/A (no mention)
There is no feedback about the excursions offered by the cruise line.

8. Primary Issues Mentioned: 1/10
The primary issue mentioned by the guest is the food quality in the marketplace, which they feel should be served from behind glass to reduce waste and prevent illnesses.

9. Sentiment Analysis: 8/10
The overall sentiment of the review is positive, with the guest expressing satisfaction with their experience except for one significant issue. The tone is constructive and helpful, suggesting that the guest wants to provide feedback to improve the cruise line's offerings."
6.0,5.0,7.0,,6.0,,,,,,,,8,"Based on the guest review, here are my scores:

1. Ship Overall: 6/10
The ship's decor showed signs of tiredness, and some areas seemed neglected. However, the guest mentions that they would sail with TUI again, suggesting that there were still positive aspects to their experience.

2. Ship Rooms: 5/10
The guest had issues with the bed orientation, which made sleeping poor at times, and the TV reception was also poor. These are significant concerns for a guest's comfort and entertainment.

3. F&B Quality Overall: 7/10
The guest mentions that the buffet bar lacked food choice and presentation, but they do mention that the Italian restaurant was excellent. This suggests that there were some positive aspects to the food and beverage experience.

4. F&B Service Overall: 5/10
Some of the bar staff were described as rude, impatient, and confrontational, which is a significant concern for a guest's overall dining experience.

5. F&B Quality Main Dining: 6/10
The guest mentions that the main restaurant had dark meats that were always tough and a menu that was generally boring. This suggests that there were some quality issues with the food.

6. Entertainment: N/A
There is no mention of entertainment in the review, so I would rate this as 'n/a'.

7. Excursions: N/A
There is no mention of excursions in the review, so I would rate this as 'n/a'.

8. Primary Issues Mentioned: 8/10
The guest mentions several primary issues, including poor PA systems, confusing billing, and rude bar staff. These are significant concerns that need to be addressed.

9. Sentiment Analysis:
Overall, the sentiment of the review is mixed. The guest was disappointed with some aspects of their experience, but they also mention that they would sail with TUI again, suggesting that there were still positive aspects to their experience. However, the negative comments and issues mentioned are significant enough to warrant attention from the cruise line.

Note: I've scored the primary issues mentioned as 8/10 because while they are significant concerns, the guest does mention that other cruise lines do not have these issues, which suggests that TUI has some room for improvement in addressing these problems."
,,,,,,,,,,,,,
9.0,8.5,7.5,,7.0,9.5,,,,,,10.0,2,"Here are the scores based on the guest review:

1. Ship Overall: 9/10
The guest mentions that the staff is ""always welcoming, polite, and smiling"", which suggests excellent service. The only minor issue mentioned is with the shower, but it was well-maintained and cleaned twice a day.

2. Ship Rooms: 8.5/10
The guest describes their cabin as ""comfortable"" and ""well-maintained"". However, they do mention a minor issue with the shower, which prevents them from giving a perfect score.

3. F&B Quality Overall: 7.5/10
The guest mentions that the food was ""enjoyable"", but notes that breakfast could use more vegetable options. They also mention that there were plenty of delicious options throughout the day.

4. F&B Service Overall: 9/10
The guest praises the staff, saying they are ""always welcoming, polite, and smiling"". This suggests excellent service.

5. F&B Quality Main Dining: 7/10
Similar to the overall food quality score, the guest mentions that the main dining options were enjoyable, but notes a lack of vegetable options at breakfast.

6. Entertainment: 9.5/10
The guest describes entertainment as a ""highlight"", mentioning specific shows and activities they enjoyed (Broadway, Elvis, bingo, and outdoor cinema). They also praise the host for making bingo so much fun.

7. Excursions: N/A
This attribute is not mentioned in the review.

8. Primary Issues Mentioned: 2/10
The guest mentions two minor issues:
- A leaking shower that was cleaned twice a day.
- A lack of vegetable options at breakfast.

9. Sentiment Analysis: 10/10
The overall sentiment of the review is extremely positive, with the guest using phrases like ""Fantastic staff"", ""wonderful cruise"", and ""we'd definitely sail again!"" to describe their experience."
7.0,,8.0,,,8.0,,,,,,7.0,2,"Based on the guest review, I would score it as follows:

1. Ship Overall: 7/10
The guest mentions that they enjoyed their stay on the ship, but also expresses a desire for more time in ports, which suggests that the ship's itinerary was not ideal for them.

2. Ship Rooms: N/A (no mention)
There is no mention of the guest's experience with their room or any issues they encountered.

3. F&B Quality Overall: 8/10
The guest does not provide specific feedback on the food quality, but mentions that service and entertainment were good, which suggests a positive overall experience.

4. F&B Service Overall: 8/10 (same as above)
Similar to the previous point, there is no specific feedback provided on the service, but it is mentioned that service was good.

5. F&B Quality Main Dining: N/A (no mention)
There is no mention of the quality of main dining or any issues with the food.

6. Entertainment: 8/10
The guest mentions that entertainment on board was good, which suggests a positive experience.

7. Excursions: N/A (no mention)
There is no mention of the guest's experience with excursions or any issues they encountered.

8. Primary Issues Mentioned: 2/10
The primary issue mentioned by the guest is that they would have preferred more time in ports, rather than a different port every day. This is a relatively minor complaint and does not seem to be a major issue for the guest.

9. Sentiment Analysis: 7/10
The guest's tone is generally positive, but they do express some disappointment with the ship's itinerary. The sentiment analysis score reflects this mixed experience."
8.0,,9.0,,9.0,,,,,,,,N/A,"Based on the provided guest review, I've analyzed the scores for each area. Since there's limited information, I'll make educated guesses based on the context.

1. Ship Overall: 8/10
The reviewer mentions that both teams at breakfast and dinner were ""superb"", which suggests a high level of service quality. However, they don't mention anything about the ship's overall experience, amenities, or activities, so I'm rating it as 8 out of 10.

2. Ship Rooms: N/A
There is no mention of the guest's room experience in this review.

3. F&B Quality Overall: 9/10
The reviewer praises both breakfast and dinner teams, indicating high-quality food and service. However, they don't provide specific feedback on other areas like snacks or room service, so I'm rating it as 9 out of 10.

4. F&B Service Overall: 9/10
Similar to the previous point, the reviewer's praise for both breakfast and dinner teams suggests excellent service quality. Again, no additional information is provided, so I'm rating it as 9 out of 10.

5. F&B Quality Main Dining: 9/10
As mentioned earlier, the reviewer praises the main dining experience, indicating high-quality food and service.

6. Entertainment: N/A
There's no mention of the guest's experience with entertainment options on board.

7. Excursions: N/A
The review doesn't provide any information about the guest's excursion experiences.

8. Primary Issues Mentioned: N/A
There are no specific issues mentioned in this review.

9. Sentiment Analysis:
The tone of the review is overwhelmingly positive, with words like ""superb"" used to describe both teams at breakfast and dinner. The reviewer seems satisfied with their experience on board, indicating a high level of satisfaction (Sentiment Score: 9/10)."
8.0,,9.0,,,,,,,,,,N/A,"Based on the guest review, I would rate the following attributes:

1. Ship Overall: 8/10
The guest mentions that the ship was ""a little bit older"" than their usual ships, but this did not detract from their experience.

2. Ship Rooms: N/A (no mention of room quality or any issues with the cabin)

3. F&B Quality Overall: 9/10
The guest states that the food and drink were ""perfect"", indicating high satisfaction with the culinary offerings.

4. F&B Service Overall: 9/10
The guest praises the staff, stating they were ""amazing"", which suggests excellent service quality.

5. F&B Quality Main Dining: N/A (no specific mention of main dining quality)

6. Entertainment: N/A (no mention of entertainment options or experiences)

7. Excursions: N/A (no mention of excursion quality or any issues with excursions)

8. Primary Issues Mentioned: N/A (the guest does not mention any primary issues or complaints)

9. Sentiment Analysis:
The overall sentiment of the review is extremely positive, with words like ""perfect"", ""enjoyed immensely"", and ""amazing"" used to describe their experience. The tone is enthusiastic and suggests that the guest had a wonderful time on their first Marilla cruise.

Note: Since some attributes were not mentioned in the review, I rated them as 'N/A' or based on the available information."
